,id,retweet_count,favorite_count,jpg_url,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog,tweet_id_y,in_reply_to_status_id,in_reply_to_user_id,timestamp,source,text,retweeted_status_id,retweeted_status_user_id,retweeted_status_timestamp,expanded_urls,rating_numerator,rating_denominator,name,doggo,floofer,pupper,puppo
21,887517139158093824,12082.0,46959.0,https://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg,limousine,0.130432,False,tow_truck,0.0291754,False,shopping_cart,0.0263208,False,887517139158093824,,,2017-07-19 03:39:09,http://twitter.com/download/iphone,I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy) ,,,,https://twitter.com/dog_rates/status/892420643555336193/photo/1,14.0,10.0,such,None,None,None,None
22,887473957103951883,18781.0,69871.0,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,Pembroke,0.809197,True,Rhodesian_ridgeback,0.05495,True,beagle,0.0389148,True,887473957103951883,,,2017-07-19 00:47:34,http://twitter.com/download/iphone,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her ,,,,https://twitter.com/dog_rates/status/892420643555336193/photo/1,13.0,10.0,Canela,None,None,None,None
23,887343217045368832,10737.0,34222.0,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,Mexican_hairless,0.330741,True,sea_lion,0.275645,False,Weimaraner,0.134203,True,887343217045368832,,,2017-07-18 16:08:03,http://twitter.com/download/iphone,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) ,,,,https://twitter.com/dog_rates/status/892420643555336193/photo/1,13.0,10.0,,None,None,None,None
24,887101392804085760,6167.0,31061.0,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,Samoyed,0.733942,True,Eskimo_dog,0.0350295,True,Staffordshire_bullterrier,0.029704700000000007,True,887101392804085760,,,2017-07-18 00:07:08,http://twitter.com/download/iphone,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof ,,,,https://twitter.com/dog_rates/status/892420643555336193/photo/1,12.0,10.0,,None,None,None,None
25,886983233522544640,8084.0,35859.0,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,Chihuahua,0.793469,True,toy_terrier,0.143528,True,can_opener,0.0322529,False,886983233522544640,,,2017-07-17 16:17:36,http://twitter.com/download/iphone,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in ,,,,https://twitter.com/dog_rates/status/892420643555336193/photo/1,13.0,10.0,Maya,None,None,None,None
26,886736880519319552,3443.0,12306.0,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,kuvasz,0.309706,True,Great_Pyrenees,0.186136,True,Dandie_Dinmont,0.08634630000000001,True,886736880519319552,,,2017-07-16 23:58:41,http://twitter.com/download/iphone,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

 ",,,,https://twitter.com/dog_rates/status/892420643555336193/photo/1,13.0,10.0,Mingus,None,None,None,None
27,886680336477933568,4610.0,22798.0,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,convertible,0.738995,False,sports_car,0.139952,False,car_wheel,0.0441727,False,886680336477933568,,,2017-07-16 20:14:00,http://twitter.com/download/iphone,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal ,,,,https://twitter.com/dog_rates/status/892420643555336193/photo/1,13.0,10.0,Derek,None,None,None,None
28,886366144734445568,3316.0,21524.0,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,French_bulldog,0.999201,True,Chihuahua,0.000361178,True,Boston_bull,7.55616e-05,True,886366144734445568,,,2017-07-15 23:25:31,http://twitter.com/download/iphone,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe ,,,,https://twitter.com/dog_rates/status/892420643555336193/photo/1,12.0,10.0,Roscoe,None,None,pupper,None
29,886267009285017600,4.0,117.0,,,,,,,,,,,886267009285017600,8.862663570751283e+17,2281181600.0,2017-07-15 16:51:35,http://twitter.com/download/iphone,@NonWhiteHat @MayhewMayhem omg hello tanner you are a scary good boy 12/10 would pet with extreme caution,,,,https://twitter.com/dog_rates/status/892420643555336193/photo/1,12.0,10.0,,None,None,None,None
30,886258384151887873,6523.0,28469.0,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,pug,0.943575,True,shower_cap,0.0252856,False,Siamese_cat,0.00284892,False,886258384151887873,,,2017-07-15 16:17:19,http://twitter.com/download/iphone,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles ,,,,https://twitter.com/dog_rates/status/892420643555336193/photo/1,13.0,10.0,Waffles,None,None,None,None
31,886054160059072513,108.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,885984800019947520,7097.0,33382.0,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,Blenheim_spaniel,0.972494,True,Shih-Tzu,0.00663012,True,Bernese_mountain_dog,0.00623915,True,885984800019947520,,,2017-07-14 22:10:11,http://twitter.com/download/iphone,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution ,,,,https://twitter.com/dog_rates/status/892420643555336193/photo/1,12.0,10.0,Jimbo,None,None,None,None
33,885528943205470208,6683.0,36689.0,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,pug,0.369275,True,Labrador_retriever,0.265835,True,kuvasz,0.134697,True,885528943205470208,,,2017-07-13 15:58:47,http://twitter.com/download/iphone,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly ,,,,https://twitter.com/dog_rates/status/892420643555336193/photo/1,13.0,10.0,Maisey,None,None,None,None
34,885518971528720385,3899.0,20788.0,,,,,,,,,,,885518971528720385,,,2017-07-13 15:19:09,http://twitter.com/download/iphone,I have a new hero and his name is Howard. 14/10 ,,,,https://twitter.com/dog_rates/status/892420643555336193/photo/1,14.0,10.0,,None,None,None,None
35,885311592912609280,19297.0,0.0,https://pbs.twimg.com/media/C4bTH6nWMAAX_bJ.jpg,Labrador_retriever,0.908703,True,seat_belt,0.0570909,False,pug,0.0119335,True,,,,,,,,,,,,,,,,,
36,885167619883638784,4556.0,22367.0,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,malamute,0.8124819999999999,True,Siberian_husky,0.0717125,True,Eskimo_dog,0.0557697,True,885167619883638784,,,2017-07-12 16:03:00,http://twitter.com/download/iphone,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 ,,,,https://twitter.com/dog_rates/status/892420643555336193/photo/1,13.0,10.0,,None,None,None,None
37,884925521741709313,16439.0,68152.0,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,Italian_greyhound,0.259916,True,American_Staffordshire_terrier,0.198451,True,Staffordshire_bullterrier,0.127725,True,884925521741709313,,,2017-07-12 00:01:00,http://twitter.com/download/iphone,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl ",,,,https://twitter.com/dog_rates/status/892420643555336193/photo/1,12.0,10.0,Earl,None,None,None,None
38,884876753390489601,6096.0,28514.0,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,chow,0.822103,True,Norwich_terrier,0.106075,True,Norfolk_terrier,0.0373485,True,884876753390489601,,,2017-07-11 20:47:12,http://twitter.com/download/iphone,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola ,,,,https://twitter.com/dog_rates/status/892420643555336193/photo/1,13.0,10.0,Lola,None,None,None,None
39,884562892145688576,5100.0,24765.0,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,pug,0.5464060000000001,True,French_bulldog,0.404291,True,Brabancon_griffon,0.0440019,True,884562892145688576,,,2017-07-11 00:00:02,http://twitter.com/download/iphone,This is Kevin. He's just so happy. 13/10 what is your secret Kevin ,,,,https://twitter.com/dog_rates/status/892420643555336193/photo/1,13.0,10.0,Kevin,None,None,None,None
40,884441805382717440,5856.0,27478.0,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,Pembroke,0.993225,True,Cardigan,0.00321648,True,Chihuahua,0.00208089,True,884441805382717440,,,2017-07-10 15:58:53,http://twitter.com/download/iphone,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) ",,,,https://twitter.com/dog_rates/status/892420643555336193/photo/1,14.0,10.0,,None,None,None,None
41,884247878851493888,21298.0,74423.0,,,,,,,,,,,884247878851493888,,,2017-07-10 03:08:17,http://twitter.com/download/iphone,OMG HE DIDN'T MEAN TO HE WAS JUST TRYING A LITTLE BARKOUR HE'S SUPER SORRY 13/10 WOULD FORGIVE IMMEDIATE ,,,,https://twitter.com/dog_rates/status/892420643555336193/photo/1,13.0,10.0,,None,None,None,None
42,884162670584377345,3128.0,20771.0,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,German_shepherd,0.707046,True,malinois,0.199396,True,Norwegian_elkhound,0.0491476,True,884162670584377345,,,2017-07-09 21:29:42,http://twitter.com/download/iphone,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo ,,,,https://twitter.com/dog_rates/status/892420643555336193/photo/1,12.0,10.0,Yogi,doggo,None,None,None
43,883838122936631299,3586.0,22349.0,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,Doberman,0.610946,True,miniature_pinscher,0.299603,True,kelpie,0.0630203,True,883838122936631299,,,2017-07-09 00:00:04,http://twitter.com/download/iphone,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy ,,,,https://twitter.com/dog_rates/status/892420643555336193/photo/1,12.0,10.0,Noah,None,None,None,None
44,883482846933004288,10407.0,46860.0,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,golden_retriever,0.943082,True,Labrador_retriever,0.032409,True,kuvasz,0.00550072,True,883482846933004288,,,2017-07-08 00:28:19,http://twitter.com/download/iphone,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 ",,,,https://twitter.com/dog_rates/status/892420643555336193/photo/1,5.0,10.0,Bella,None,None,None,None
45,883360690899218434,3825.0,22986.0,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,chow,0.987997,True,Tibetan_mastiff,0.00709872,True,Newfoundland,0.00214033,True,883360690899218434,,,2017-07-07 16:22:55,http://twitter.com/download/iphone,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck ,,,,https://twitter.com/dog_rates/status/892420643555336193/photo/1,13.0,10.0,Grizzwald,None,floofer,None,None
46,883117836046086144,6949.0,37914.0,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,golden_retriever,0.949562,True,Labrador_retriever,0.045947900000000014,True,kuvasz,0.00247094,True,883117836046086144,,,2017-07-07 00:17:54,http://twitter.com/download/iphone,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat ",,,,https://twitter.com/dog_rates/status/892420643555336193/photo/1,13.0,10.0,,None,None,None,None
47,882992080364220416,4122.0,24445.0,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,Eskimo_dog,0.466778,True,Siberian_husky,0.406044,True,dingo,0.07341439999999999,False,882992080364220416,,,2017-07-06 15:58:11,http://twitter.com/download/iphone,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy ,,,,https://twitter.com/dog_rates/status/892420643555336193/photo/1,13.0,10.0,Rusty,None,None,None,None
48,882762694511734784,5134.0,28903.0,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,Labrador_retriever,0.85005,True,Chesapeake_Bay_retriever,0.074257,True,flat-coated_retriever,0.015579399999999997,True,882762694511734784,,,2017-07-06 00:46:41,http://twitter.com/download/iphone,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl ,,,,https://twitter.com/dog_rates/status/892420643555336193/photo/1,12.0,10.0,Gus,None,None,pupper,None
49,882627270321602560,6342.0,28382.0,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,Pembroke,0.542982,True,Chihuahua,0.251988,True,Cardigan,0.107699,True,882627270321602560,,,2017-07-05 15:48:34,http://twitter.com/download/iphone,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) ,,,,https://twitter.com/dog_rates/status/892420643555336193/photo/1,13.0,10.0,Stanley,None,None,None,None
50,882268110199369728,12118.0,45880.0,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,golden_retriever,0.762211,True,Labrador_retriever,0.0989849,True,cocker_spaniel,0.0171995,True,882268110199369728,,,2017-07-04 16:01:23,http://twitter.com/download/iphone,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 ,,,,https://twitter.com/dog_rates/status/892420643555336193/photo/1,13.0,10.0,Alfy,None,None,None,None
51,882045870035918850,5203.0,29900.0,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,web_site,0.949591,False,dhole,0.0173258,False,golden_retriever,0.00694063,True,882045870035918850,,,2017-07-04 01:18:17,http://twitter.com/download/iphone,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko ",,,,https://twitter.com/dog_rates/status/892420643555336193/photo/1,13.0,10.0,Koko,None,None,None,None
52,881906580714921986,3533.0,24773.0,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,Weimaraner,0.291539,True,Chesapeake_Bay_retriever,0.278966,True,koala,0.12701700000000002,False,881906580714921986,,,2017-07-03 16:04:48,http://twitter.com/download/iphone,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable ,,,,https://twitter.com/dog_rates/status/892420643555336193/photo/1,12.0,10.0,Rey,None,None,None,None
53,881666595344535552,11099.0,51522.0,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,Saluki,0.529012,True,Afghan_hound,0.25000300000000003,True,golden_retriever,0.16073900000000002,True,881666595344535552,,,2017-07-03 00:11:11,http://twitter.com/download/iphone,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely ,,,,https://twitter.com/dog_rates/status/892420643555336193/photo/1,13.0,10.0,Gary,None,None,None,None
54,881633300179243008,7.0,129.0,,,,,,,,,,,881633300179243008,8.816070373140521e+17,47384430.0,2017-07-02 21:58:53,http://twitter.com/download/iphone,@roushfenway These are good dogs but 17/10 is an emotional impulse rating. More like 13/10s,,,,https://twitter.com/dog_rates/status/892420643555336193/photo/1,17.0,10.0,,None,None,None,None
55,881536004380872706,16570.0,50199.0,https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg,Samoyed,0.281463,True,Angora,0.272066,False,Persian_cat,0.114854,False,881536004380872706,,,2017-07-02 15:32:16,http://twitter.com/download/iphone,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow) ",,,,https://twitter.com/dog_rates/status/892420643555336193/photo/1,14.0,10.0,,None,None,pupper,None
56,881268444196462592,5358.0,23501.0,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg,tusker,0.473303,False,Indian_elephant,0.245646,False,ibex,0.0556607,False,881268444196462592,,,2017-07-01 21:49:04,http://twitter.com/download/iphone,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet ,,,,https://twitter.com/dog_rates/status/892420643555336193/photo/1,12.0,10.0,Elliot,None,None,None,None
57,880935762899988482,2886.0,17346.0,https://pbs.twimg.com/media/DDm2Z5aXUAEDS2u.jpg,street_sign,0.251801,False,umbrella,0.115123,False,traffic_light,0.0695338,False,880935762899988482,,,2017-06-30 23:47:07,http://twitter.com/download/iphone,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking ,,,,https://twitter.com/dog_rates/status/892420643555336193/photo/1,13.0,10.0,Louis,None,None,None,None
58,880872448815771648,3989.0,21734.0,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,Pembroke,0.791416,True,Norwich_terrier,0.0613929,True,Chihuahua,0.0337257,True,880872448815771648,,,2017-06-30 19:35:32,http://twitter.com/download/iphone,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 ,,,,https://twitter.com/dog_rates/status/892420643555336193/photo/1,12.0,10.0,,None,None,None,None
59,880465832366813184,6546.0,29075.0,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,golden_retriever,0.913255,True,Labrador_retriever,0.0263286,True,cocker_spaniel,0.00937082,True,880465832366813184,,,2017-06-29 16:39:47,http://twitter.com/download/iphone,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop ,,,,https://twitter.com/dog_rates/status/892420643555336193/photo/1,12.0,10.0,Bella,None,None,None,None
